2018-11-15T03:55:15.716Z|GET|/api/logs|200|::ffff:127.0.0.1|38.649|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:55:56.865Z|GET|/api/logs|200|::ffff:127.0.0.1|36.434|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:56:33.185Z|GET|/api/logs|200|::ffff:127.0.0.1|38.133|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:57:18.153Z|GET|/api/users|304|::ffff:127.0.0.1|71.447|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:59:48.073Z|GET|/api/users|304|::ffff:127.0.0.1|73.559|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:03:37.927Z|GET|/api/users|304|::ffff:127.0.0.1|74.498|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:05:34.834Z|PUT|/api/users/|-|::ffff:127.0.0.1|-|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:05:36.895Z|GET|/api/users|304|::ffff:127.0.0.1|69.944|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:05:43.995Z|GET|/api/logs|200|::ffff:127.0.0.1|36.877|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:06:53.281Z|GET|/api/logs|200|::ffff:127.0.0.1|36.156|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:06:56.100Z|GET|/api/users|304|::ffff:127.0.0.1|73.861|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:07:18.897Z|GET|/api/logs|200|::ffff:127.0.0.1|38.290|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:07:25.168Z|GET|/api/logs|200|::ffff:127.0.0.1|35.454|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:08:55.227Z|GET|/api/users|304|::ffff:127.0.0.1|91.986|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:09:04.586Z|PUT|/api/users/|200|::ffff:127.0.0.1|118.349|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:09:12.453Z|PUT|/api/users/|200|::ffff:127.0.0.1|106.997|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:09:39.762Z|PUT|/api/users/|200|::ffff:127.0.0.1|110.893|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:10:10.615Z|POST|/api/login|200|::ffff:127.0.0.1|84.159|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:11:24.630Z|POST|/api/login|200|::ffff:127.0.0.1|100.055|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:11:30.548Z|GET|/api/users|200|::ffff:127.0.0.1|76.205|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:11:36.011Z|PUT|/api/users/|200|::ffff:127.0.0.1|70.457|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:12:38.179Z|GET|/api/users|403|::ffff:127.0.0.1|55.241|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:12:48.958Z|GET|/api/logs|403|::ffff:127.0.0.1|37.333|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:13:33.832Z|GET|/api/users|200|::ffff:127.0.0.1|77.336|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:16:08.635Z|GET|/api/users|304|::ffff:127.0.0.1|91.049|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
